Sample.Name,Pop,Cluster,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
ZFB12,ZFB,C25,0.015,0.019,0.005,0.005,0.007,0.003,0.014,0.007,0.004,0.004,0.003,0.008,0.005,0.008,0.002,0.003,0.008,0.014,0.009,0.013,0.008,0.006,0.003,0.825,
ZFB13,ZFB,C25,0.003,0.013,0.011,0.009,0.009,0.011,0.013,0.011,0.012,0.019,0.005,0.005,0.011,0.007,0.007,0.004,0.009,0.186,0.036,0.013,0.006,0.014,0.011,0.56,
ZFB14,ZFB,C25,0.003,0.006,0.005,0.008,0.004,0.005,0.004,0.006,0.005,0.011,0.008,0.004,0.006,0.004,0.003,0.005,0.006,0.033,0.008,0.007,0.005,0.007,0.008,0.829,
ZFB15,ZFB,C25,0.004,0.011,0.002,0.007,0.003,0.002,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.008,0.006,0.004,0.002,0.003,0.002,0.913,
ZFB16,ZFB,C25,0.004,0.016,0.005,0.006,0.005,0.006,0.008,0.008,0.007,0.005,0.003,0.003,0.006,0.006,0.004,0.002,0.006,0.011,0.008,0.007,0.005,0.007,0.006,0.845,
ZFB17,ZFB,C25,0.008,0.007,0.003,0.005,0.004,0.006,0.014,0.004,0.011,0.005,0.006,0.002,0.01,0.006,0.006,0.008,0.008,0.007,0.01,0.006,0.008,0.006,0.005,0.827,
ZFB18,ZFB,C25,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.004,0.005,0.003,0.003,0.002,0.002,0.003,0.003,0.005,0.004,0.003,0.003,0.003,0.004,0.924,
ZFB19,ZFB,C25,0.004,0.006,0.008,0.022,0.017,0.015,0.02,0.028,0.032,0.017,0.004,0.005,0.014,0.015,0.007,0.003,0.021,0.052,0.172,0.047,0.012,0.037,0.035,0.402,
ZFB20,ZFB,C25,0.007,0.017,0.004,0.004,0.004,0.005,0.005,0.007,0.008,0.004,0.002,0.002,0.006,0.004,0.004,0.002,0.006,0.006,0.006,0.005,0.004,0.006,0.006,0.864,
ZFB21,ZFB,C25,0.005,0.008,0.003,0.008,0.006,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.003,0.003,0.013,0.004,0.008,0.003,0.003,0.003,0.897,
ZFB22,ZFB,C25,0.01,0.082,0.003,0.007,0.006,0.005,0.007,0.004,0.008,0.005,0.005,0.002,0.008,0.005,0.005,0.006,0.006,0.023,0.014,0.004,0.007,0.007,0.006,0.76,
ZFB23,ZFB,C25,0.009,0.004,0.004,0.003,0.004,0.003,0.003,0.005,0.003,0.004,0.003,0.006,0.004,0.004,0.002,0.003,0.004,0.008,0.004,0.004,0.005,0.005,0.005,0.896,
ZFB24,ZFB,C25,0.009,0.006,0.003,0.005,0.003,0.003,0.003,0.005,0.004,0.004,0.003,0.002,0.004,0.002,0.003,0.003,0.004,0.005,0.003,0.003,0.003,0.004,0.004,0.908,
ZFB25,ZFB,C25,0.004,0.003,0.004,0.004,0.003,0.005,0.003,0.009,0.008,0.008,0.004,0.003,0.007,0.005,0.003,0.003,0.007,0.008,0.003,0.004,0.005,0.009,0.013,0.874,
ZFB26,ZFB,C25,0.012,0.005,0.005,0.004,0.006,0.003,0.003,0.013,0.007,0.005,0.004,0.003,0.006,0.004,0.003,0.004,0.008,0.006,0.003,0.004,0.005,0.01,0.007,0.86,
ZFB27,ZFB,C25,0.019,0.005,0.003,0.004,0.004,0.003,0.002,0.003,0.004,0.004,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.005,0.004,0.003,0.003,0.004,0.004,0.904,
ZFB28,ZFB,C25,0.059,0.01,0.006,0.004,0.018,0.004,0.01,0.004,0.006,0.007,0.006,0.008,0.006,0.01,0.002,0.005,0.007,0.032,0.009,0.023,0.007,0.01,0.004,0.734,
ZFB29,ZFB,C25,0.005,0.005,0.003,0.004,0.003,0.002,0.003,0.003,0.002,0.003,0.005,0.002,0.002,0.002,0.002,0.003,0.003,0.005,0.004,0.004,0.002,0.003,0.003,0.919,
ZFB30,ZFB,C25,0.052,0.008,0.004,0.015,0.042,0.003,0.011,0.004,0.004,0.006,0.003,0.007,0.004,0.006,0.008,0.004,0.003,0.006,0.006,0.021,0.003,0.005,0.003,0.765,
ZFB31,ZFB,C25,0.009,0.006,0.008,0.008,0.006,0.007,0.004,0.012,0.014,0.022,0.007,0.004,0.011,0.007,0.004,0.005,0.012,0.153,0.011,0.007,0.008,0.017,0.028,0.628,
ZFB32,ZFB,C25,0.027,0.011,0.012,0.008,0.016,0.006,0.026,0.007,0.008,0.014,0.013,0.013,0.01,0.011,0.003,0.013,0.015,0.035,0.011,0.02,0.011,0.019,0.006,0.667,
ZFB33,ZFB,C25,0.004,0.009,0.002,0.006,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.008,0.005,0.004,0.002,0.003,0.003,0.916,
ZFB34,ZFB,C25,0.003,0.007,0.004,0.035,0.006,0.005,0.006,0.005,0.004,0.008,0.01,0.004,0.005,0.003,0.003,0.007,0.005,0.065,0.009,0.008,0.004,0.005,0.005,0.778,
ZFB35,ZFB,C25,0.005,0.016,0.006,0.03,0.006,0.005,0.007,0.011,0.007,0.006,0.006,0.006,0.007,0.005,0.004,0.006,0.007,0.049,0.007,0.008,0.006,0.007,0.006,0.766,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFBP101,ZFBP1,C8,0.003,0.006,0.014,0.004,0.005,0.046,0.01,0.038,0.202,0.054,0.042,0.017,0.039,0.022,0.037,0.035,0.03,0.012,0.01,0.007,0.07,0.214,0.024,0.005,
ZFBP102,ZFBP1,C8,0.003,0.007,0.013,0.004,0.005,0.069,0.007,0.313,0.162,0.018,0.01,0.004,0.013,0.056,0.009,0.006,0.052,0.015,0.011,0.011,0.018,0.152,0.014,0.007,
ZFBP103,ZFBP1,C8,0.003,0.004,0.008,0.003,0.004,0.126,0.005,0.072,0.043,0.015,0.161,0.023,0.018,0.068,0.013,0.044,0.04,0.005,0.008,0.006,0.093,0.102,0.101,0.005,
ZFBP104,ZFBP1,C8,0.003,0.008,0.013,0.015,0.01,0.021,0.022,0.042,0.233,0.009,0.004,0.009,0.016,0.117,0.008,0.003,0.019,0.024,0.012,0.011,0.182,0.109,0.099,0.007,
ZFBP105,ZFBP1,C8,0.004,0.004,0.154,0.005,0.006,0.011,0.008,0.096,0.177,0.042,0.006,0.011,0.01,0.116,0.007,0.004,0.032,0.009,0.004,0.006,0.032,0.222,0.021,0.004,
ZFBP106,ZFBP1,C8,0.002,0.003,0.007,0.003,0.003,0.01,0.005,0.757,0.085,0.012,0.004,0.01,0.011,0.008,0.007,0.004,0.013,0.003,0.003,0.003,0.015,0.008,0.014,0.002,
ZFBP107,ZFBP1,C8,0.011,0.004,0.052,0.004,0.01,0.016,0.006,0.032,0.027,0.016,0.005,0.012,0.015,0.101,0.005,0.004,0.013,0.006,0.004,0.008,0.053,0.521,0.056,0.004,
ZFBP108,ZFBP1,C8,0.003,0.003,0.031,0.003,0.003,0.005,0.003,0.185,0.038,0.015,0.003,0.008,0.005,0.015,0.006,0.003,0.166,0.003,0.003,0.003,0.02,0.042,0.425,0.003,
ZFBP109,ZFBP1,C8,0.002,0.002,0.026,0.009,0.003,0.038,0.003,0.032,0.697,0.007,0.004,0.004,0.014,0.009,0.004,0.004,0.014,0.003,0.003,0.003,0.026,0.046,0.04,0.003,
ZFBP110,ZFBP1,C8,0.003,0.005,0.03,0.006,0.011,0.016,0.007,0.099,0.075,0.041,0.051,0.054,0.014,0.047,0.006,0.013,0.152,0.091,0.025,0.022,0.15,0.031,0.025,0.01,
ZFBP111,ZFBP1,C8,0.004,0.002,0.01,0.003,0.004,0.009,0.015,0.234,0.191,0.062,0.004,0.009,0.025,0.057,0.098,0.004,0.124,0.002,0.003,0.003,0.054,0.061,0.017,0.002,
ZFBP112,ZFBP1,C8,0.006,0.004,0.011,0.006,0.004,0.008,0.008,0.014,0.047,0.036,0.005,0.005,0.007,0.009,0.05,0.011,0.235,0.004,0.005,0.004,0.006,0.457,0.042,0.003,
ZFBP113,ZFBP1,C8,0.006,0.004,0.006,0.003,0.005,0.006,0.01,0.025,0.024,0.042,0.003,0.003,0.008,0.03,0.004,0.003,0.311,0.004,0.004,0.006,0.014,0.081,0.389,0.003,
ZFBP114,ZFBP1,C8,0.008,0.003,0.152,0.011,0.006,0.084,0.003,0.521,0.04,0.004,0.004,0.003,0.006,0.018,0.004,0.005,0.017,0.003,0.003,0.005,0.006,0.07,0.008,0.003,
ZFBP115,ZFBP1,C8,0.003,0.003,0.035,0.003,0.004,0.039,0.009,0.033,0.027,0.009,0.014,0.023,0.018,0.171,0.024,0.01,0.025,0.003,0.004,0.005,0.391,0.117,0.015,0.002,
ZFBP116,ZFBP1,C8,0.006,0.004,0.012,0.003,0.007,0.012,0.009,0.194,0.064,0.018,0.005,0.006,0.013,0.032,0.007,0.004,0.234,0.003,0.004,0.005,0.047,0.088,0.214,0.002,
ZFBP117,ZFBP1,C8,0.003,0.002,0.16,0.003,0.004,0.012,0.004,0.072,0.025,0.03,0.017,0.01,0.007,0.017,0.012,0.009,0.081,0.003,0.005,0.004,0.029,0.051,0.429,0.003,
ZFBP118,ZFBP1,C8,0.009,0.003,0.114,0.003,0.009,0.054,0.004,0.235,0.022,0.017,0.004,0.004,0.114,0.024,0.008,0.003,0.038,0.003,0.003,0.004,0.016,0.187,0.106,0.003,
ZFBP119,ZFBP1,C8,0.002,0.003,0.173,0.004,0.004,0.065,0.016,0.036,0.042,0.095,0.037,0.013,0.036,0.029,0.022,0.014,0.022,0.004,0.006,0.005,0.312,0.023,0.025,0.003,
ZFBP120,ZFBP1,C8,0.004,0.004,0.067,0.006,0.005,0.011,0.008,0.064,0.07,0.017,0.004,0.01,0.011,0.064,0.006,0.003,0.054,0.009,0.004,0.006,0.027,0.489,0.046,0.004,
ZFBP121,ZFBP1,C8,0.003,0.003,0.083,0.005,0.003,0.021,0.004,0.42,0.087,0.088,0.016,0.007,0.009,0.011,0.007,0.007,0.063,0.009,0.006,0.004,0.008,0.087,0.037,0.005,
ZFBP122,ZFBP1,C8,0.003,0.003,0.011,0.003,0.004,0.013,0.008,0.328,0.17,0.021,0.004,0.005,0.017,0.013,0.011,0.004,0.294,0.003,0.004,0.003,0.023,0.018,0.029,0.003,
ZFBP123,ZFBP1,C8,0.005,0.003,0.007,0.005,0.003,0.009,0.008,0.046,0.205,0.017,0.005,0.005,0.015,0.007,0.012,0.011,0.555,0.003,0.004,0.004,0.012,0.017,0.015,0.002,
ZFBP124,ZFBP1,C8,0.003,0.003,0.04,0.019,0.003,0.039,0.004,0.057,0.647,0.011,0.003,0.004,0.015,0.007,0.004,0.004,0.06,0.006,0.004,0.004,0.009,0.025,0.018,0.005,
ZFBP125,ZFBP1,C8,0.003,0.002,0.19,0.003,0.003,0.022,0.005,0.181,0.054,0.017,0.01,0.011,0.109,0.05,0.032,0.006,0.038,0.002,0.004,0.003,0.102,0.022,0.124,0.002,
ZFBP126,ZFBP1,C8,0.003,0.007,0.01,0.003,0.007,0.01,0.01,0.046,0.022,0.021,0.025,0.003,0.008,0.02,0.006,0.009,0.574,0.007,0.02,0.011,0.011,0.016,0.128,0.006,
ZFBP127,ZFBP1,C8,0.003,0.002,0.006,0.003,0.004,0.017,0.003,0.431,0.356,0.004,0.014,0.028,0.004,0.025,0.004,0.008,0.012,0.002,0.003,0.003,0.028,0.024,0.009,0.002,
ZFBP128,ZFBP1,C8,0.003,0.002,0.025,0.004,0.003,0.034,0.004,0.025,0.021,0.188,0.01,0.014,0.225,0.007,0.032,0.019,0.036,0.005,0.003,0.003,0.009,0.072,0.245,0.003,
ZFBP129,ZFBP1,C8,0.002,0.003,0.098,0.008,0.003,0.006,0.005,0.429,0.007,0.195,0.01,0.005,0.044,0.004,0.028,0.013,0.052,0.004,0.005,0.005,0.005,0.009,0.052,0.003,
ZFBP130,ZFBP1,C8,0.005,0.003,0.079,0.002,0.004,0.026,0.011,0.048,0.018,0.014,0.029,0.01,0.471,0.023,0.076,0.022,0.032,0.002,0.005,0.004,0.023,0.06,0.023,0.002,
ZFBP131,ZFBP1,C8,0.003,0.003,0.146,0.005,0.003,0.004,0.004,0.163,0.011,0.046,0.003,0.003,0.034,0.005,0.005,0.004,0.483,0.003,0.004,0.004,0.004,0.012,0.04,0.003,
ZFBP132,ZFBP1,C8,0.003,0.002,0.096,0.003,0.003,0.006,0.003,0.645,0.034,0.01,0.007,0.009,0.022,0.009,0.004,0.005,0.074,0.005,0.005,0.004,0.016,0.009,0.02,0.004,
ZFBP133,ZFBP1,C8,0.002,0.002,0.009,0.003,0.002,0.006,0.004,0.012,0.01,0.443,0.004,0.003,0.01,0.005,0.017,0.005,0.307,0.002,0.003,0.002,0.006,0.012,0.126,0.002,
ZFBP134,ZFBP1,C8,0.003,0.003,0.009,0.003,0.003,0.061,0.011,0.011,0.063,0.033,0.03,0.007,0.021,0.057,0.009,0.011,0.08,0.004,0.004,0.003,0.033,0.519,0.018,0.003,
ZFBP135,ZFBP1,C8,0.002,0.004,0.021,0.004,0.004,0.055,0.005,0.053,0.033,0.185,0.182,0.019,0.013,0.012,0.012,0.056,0.03,0.01,0.013,0.007,0.012,0.069,0.156,0.007,
ZFBP136,ZFBP1,C8,0.005,0.003,0.005,0.003,0.003,0.035,0.005,0.025,0.631,0.008,0.011,0.024,0.019,0.012,0.022,0.027,0.034,0.003,0.004,0.003,0.021,0.038,0.008,0.003,
ZFBP201,ZFBP2,C8,0.005,0.003,0.006,0.004,0.003,0.004,0.005,0.023,0.01,0.011,0.003,0.007,0.005,0.007,0.004,0.004,0.852,0.005,0.004,0.004,0.006,0.008,0.011,0.003,
ZFBP202,ZFBP2,C8,0.003,0.003,0.057,0.01,0.006,0.015,0.006,0.034,0.184,0.111,0.004,0.01,0.014,0.043,0.014,0.004,0.188,0.008,0.004,0.004,0.061,0.074,0.136,0.004,
ZFBP203,ZFBP2,C8,0.03,0.014,0.015,0.006,0.018,0.008,0.016,0.024,0.054,0.015,0.003,0.004,0.01,0.011,0.012,0.005,0.675,0.005,0.009,0.015,0.011,0.013,0.016,0.005,
ZFBP204,ZFBP2,C8,0.004,0.004,0.034,0.004,0.005,0.018,0.008,0.033,0.572,0.016,0.006,0.018,0.015,0.034,0.018,0.008,0.024,0.004,0.005,0.005,0.104,0.026,0.013,0.003,
ZFBP205,ZFBP2,C8,0.004,0.003,0.092,0.003,0.003,0.005,0.004,0.014,0.113,0.015,0.004,0.003,0.012,0.012,0.009,0.008,0.618,0.002,0.005,0.003,0.031,0.009,0.017,0.002,
ZFBP206,ZFBP2,C8,0.004,0.003,0.004,0.005,0.003,0.006,0.008,0.01,0.101,0.039,0.003,0.004,0.01,0.004,0.011,0.008,0.729,0.003,0.003,0.003,0.006,0.006,0.009,0.002,
ZFBP207,ZFBP2,C8,0.005,0.003,0.417,0.006,0.004,0.009,0.006,0.013,0.027,0.008,0.008,0.058,0.013,0.027,0.008,0.018,0.033,0.005,0.007,0.005,0.293,0.008,0.008,0.004,
ZFBP208,ZFBP2,C8,0.006,0.004,0.005,0.004,0.004,0.005,0.007,0.012,0.04,0.005,0.003,0.003,0.006,0.006,0.004,0.004,0.844,0.003,0.003,0.004,0.005,0.008,0.006,0.002,
ZFBP209,ZFBP2,C8,0.002,0.002,0.011,0.003,0.002,0.007,0.004,0.059,0.294,0.236,0.008,0.003,0.013,0.004,0.059,0.01,0.188,0.002,0.004,0.002,0.008,0.011,0.061,0.002,
ZFBP210,ZFBP2,C8,0.005,0.003,0.006,0.004,0.003,0.004,0.006,0.021,0.043,0.01,0.003,0.007,0.007,0.006,0.006,0.004,0.819,0.005,0.003,0.004,0.01,0.006,0.005,0.003,
ZFBP211,ZFBP2,C8,0.003,0.003,0.172,0.008,0.004,0.014,0.005,0.5,0.033,0.011,0.004,0.008,0.081,0.005,0.004,0.004,0.022,0.011,0.003,0.005,0.011,0.063,0.014,0.005,
ZFBP212,ZFBP2,C8,0.003,0.003,0.038,0.005,0.004,0.009,0.003,0.25,0.088,0.007,0.003,0.042,0.018,0.03,0.006,0.002,0.143,0.009,0.003,0.004,0.155,0.11,0.058,0.004,
ZFBP213,ZFBP2,C8,0.005,0.005,0.012,0.009,0.004,0.009,0.01,0.033,0.031,0.262,0.005,0.009,0.01,0.007,0.009,0.01,0.479,0.005,0.004,0.006,0.007,0.016,0.019,0.004,
ZFBP214,ZFBP2,C8,0.005,0.003,0.01,0.008,0.007,0.008,0.02,0.009,0.03,0.336,0.008,0.018,0.02,0.008,0.025,0.028,0.38,0.007,0.006,0.006,0.027,0.005,0.009,0.003,
ZFBP215,ZFBP2,C8,0.002,0.002,0.017,0.005,0.003,0.009,0.004,0.258,0.06,0.078,0.007,0.006,0.008,0.008,0.009,0.007,0.368,0.003,0.004,0.003,0.009,0.01,0.114,0.003,
ZFBP216,ZFBP2,C8,0.005,0.005,0.039,0.005,0.007,0.011,0.021,0.107,0.143,0.033,0.005,0.004,0.011,0.055,0.005,0.004,0.349,0.007,0.005,0.008,0.017,0.132,0.012,0.004,
ZFBP217,ZFBP2,C8,0.003,0.002,0.017,0.004,0.004,0.005,0.011,0.035,0.024,0.342,0.005,0.017,0.012,0.021,0.033,0.005,0.4,0.006,0.004,0.003,0.018,0.012,0.009,0.003,
ZFBP218,ZFBP2,C8,0.003,0.003,0.187,0.013,0.003,0.01,0.005,0.021,0.05,0.018,0.003,0.003,0.008,0.019,0.014,0.004,0.515,0.002,0.003,0.003,0.015,0.055,0.037,0.002,
ZFBP219,ZFBP2,C8,0.005,0.004,0.007,0.003,0.005,0.005,0.006,0.038,0.015,0.018,0.003,0.003,0.006,0.014,0.004,0.002,0.556,0.003,0.003,0.004,0.007,0.054,0.227,0.002,
ZFBP220,ZFBP2,C8,0.004,0.003,0.023,0.003,0.004,0.026,0.008,0.137,0.039,0.019,0.022,0.014,0.015,0.022,0.046,0.021,0.245,0.003,0.004,0.004,0.019,0.285,0.026,0.003,
ZFBP221,ZFBP2,C8,0.004,0.003,0.128,0.011,0.003,0.023,0.006,0.026,0.162,0.013,0.003,0.01,0.028,0.092,0.007,0.004,0.11,0.006,0.003,0.003,0.157,0.169,0.022,0.003,
ZFBP222,ZFBP2,C8,0.004,0.003,0.011,0.004,0.003,0.004,0.005,0.016,0.008,0.051,0.005,0.003,0.005,0.004,0.005,0.006,0.805,0.003,0.005,0.004,0.003,0.013,0.024,0.003,
ZFBP223,ZFBP2,C8,0.005,0.004,0.065,0.006,0.005,0.008,0.005,0.075,0.084,0.011,0.007,0.179,0.013,0.019,0.008,0.01,0.255,0.012,0.007,0.007,0.147,0.033,0.02,0.007,
ZFBP224,ZFBP2,C8,0.004,0.003,0.006,0.007,0.005,0.007,0.007,0.017,0.016,0.022,0.004,0.005,0.005,0.008,0.004,0.004,0.812,0.004,0.004,0.006,0.008,0.017,0.012,0.003,
ZFBP225,ZFBP2,C8,0.008,0.004,0.02,0.003,0.005,0.011,0.011,0.027,0.036,0.02,0.007,0.024,0.01,0.198,0.207,0.016,0.163,0.003,0.005,0.005,0.02,0.164,0.023,0.003,
ZFBP226,ZFBP2,C8,0.004,0.004,0.013,0.003,0.004,0.004,0.006,0.702,0.028,0.006,0.003,0.004,0.005,0.009,0.004,0.003,0.12,0.003,0.003,0.005,0.006,0.047,0.006,0.003,
ZFBP227,ZFBP2,C8,0.004,0.01,0.015,0.014,0.016,0.018,0.12,0.272,0.061,0.009,0.006,0.007,0.012,0.052,0.006,0.005,0.127,0.01,0.012,0.026,0.046,0.124,0.014,0.004,
ZFBP228,ZFBP2,C8,0.003,0.003,0.125,0.005,0.004,0.038,0.004,0.088,0.032,0.015,0.019,0.041,0.008,0.04,0.008,0.009,0.053,0.005,0.004,0.004,0.057,0.378,0.047,0.004,
ZFBP229,ZFBP2,C8,0.003,0.003,0.159,0.003,0.004,0.01,0.007,0.071,0.062,0.031,0.011,0.006,0.012,0.056,0.036,0.006,0.284,0.002,0.006,0.004,0.044,0.026,0.147,0.003,
ZFBP230,ZFBP2,C8,0.003,0.003,0.038,0.003,0.004,0.028,0.01,0.045,0.081,0.048,0.025,0.008,0.013,0.026,0.038,0.017,0.093,0.004,0.005,0.004,0.019,0.458,0.017,0.003,
ZFBP231,ZFBP2,C8,0.004,0.004,0.387,0.007,0.005,0.021,0.008,0.033,0.117,0.01,0.004,0.006,0.059,0.012,0.005,0.005,0.027,0.008,0.005,0.007,0.025,0.188,0.027,0.005,
ZFBP232,ZFBP2,C8,0.003,0.002,0.175,0.003,0.003,0.009,0.004,0.425,0.139,0.024,0.004,0.003,0.077,0.009,0.007,0.003,0.024,0.005,0.004,0.003,0.012,0.038,0.016,0.003,
ZFBP233,ZFBP2,C8,0.003,0.003,0.013,0.004,0.004,0.012,0.008,0.007,0.447,0.011,0.004,0.004,0.016,0.006,0.016,0.004,0.012,0.005,0.004,0.004,0.016,0.365,0.022,0.003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFCC01,ZFCC,C16,0.003,0.006,0.003,0.013,0.003,0.004,0.005,0.004,0.004,0.005,0.009,0.004,0.003,0.003,0.003,0.889,0.004,0.005,0.004,0.004,0.004,0.004,0.004,0.004,
ZFCC03,ZFCC,C16,0.002,0.003,0.003,0.005,0.003,0.004,0.003,0.003,0.003,0.006,0.014,0.008,0.003,0.003,0.004,0.903,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.003,
ZFCC04,ZFCC,C16,0.003,0.008,0.003,0.007,0.007,0.004,0.006,0.003,0.004,0.005,0.058,0.005,0.003,0.003,0.006,0.787,0.004,0.011,0.006,0.011,0.004,0.003,0.003,0.01,
ZFCC05,ZFCC,C16,0.004,0.008,0.004,0.012,0.01,0.006,0.01,0.005,0.007,0.009,0.059,0.016,0.005,0.004,0.007,0.647,0.007,0.014,0.006,0.02,0.008,0.005,0.004,0.009,
ZFCC08,ZFCC,C16,0.002,0.003,0.01,0.009,0.003,0.033,0.009,0.006,0.014,0.024,0.021,0.005,0.011,0.006,0.02,0.766,0.011,0.003,0.005,0.003,0.008,0.007,0.009,0.002,
ZFCC09,ZFCC,C16,0.003,0.003,0.006,0.011,0.003,0.005,0.003,0.003,0.004,0.003,0.02,0.008,0.003,0.003,0.004,0.89,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,
ZFCC10,ZFCC,C16,0.003,0.003,0.004,0.028,0.003,0.004,0.004,0.003,0.004,0.005,0.006,0.004,0.003,0.002,0.003,0.885,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.004,
ZFCC11,ZFCC,C16,0.003,0.003,0.003,0.008,0.004,0.005,0.005,0.005,0.004,0.008,0.01,0.011,0.003,0.003,0.004,0.882,0.005,0.004,0.003,0.004,0.004,0.004,0.004,0.004,
ZFCC12,ZFCC,C16,0.004,0.067,0.003,0.019,0.009,0.013,0.011,0.009,0.012,0.005,0.053,0.01,0.005,0.009,0.005,0.642,0.009,0.012,0.024,0.01,0.011,0.009,0.008,0.005,
ZFCC13,ZFCC,C16,0.014,0.006,0.007,0.005,0.006,0.008,0.018,0.011,0.014,0.008,0.08,0.008,0.01,0.012,0.006,0.716,0.017,0.004,0.005,0.007,0.012,0.011,0.006,0.004,
ZFCC14,ZFCC,C16,0.007,0.007,0.008,0.012,0.007,0.004,0.005,0.007,0.006,0.032,0.197,0.005,0.008,0.004,0.011,0.507,0.014,0.012,0.011,0.012,0.005,0.006,0.015,0.026,
ZFCC15,ZFCC,C16,0.006,0.007,0.004,0.005,0.006,0.005,0.013,0.004,0.004,0.005,0.144,0.004,0.004,0.005,0.004,0.734,0.005,0.004,0.006,0.007,0.004,0.004,0.003,0.004,
ZFCC16,ZFCC,C16,0.003,0.004,0.003,0.006,0.003,0.004,0.005,0.003,0.004,0.004,0.023,0.003,0.004,0.003,0.004,0.878,0.004,0.005,0.005,0.004,0.003,0.003,0.003,0.005,
ZFCC17,ZFCC,C16,0.006,0.009,0.004,0.006,0.005,0.004,0.004,0.003,0.004,0.003,0.051,0.005,0.003,0.003,0.004,0.826,0.003,0.005,0.004,0.004,0.003,0.004,0.003,0.005,
ZFCC18,ZFCC,C16,0.003,0.004,0.003,0.006,0.004,0.004,0.004,0.003,0.004,0.005,0.012,0.007,0.003,0.003,0.004,0.895,0.004,0.004,0.003,0.004,0.004,0.004,0.003,0.003,
ZFCC19,ZFCC,C16,0.009,0.007,0.003,0.003,0.006,0.003,0.01,0.003,0.003,0.003,0.025,0.003,0.003,0.004,0.003,0.863,0.004,0.007,0.01,0.006,0.003,0.004,0.003,0.003,
ZFCC20,ZFCC,C16,0.003,0.004,0.003,0.004,0.004,0.007,0.009,0.004,0.005,0.006,0.365,0.009,0.005,0.004,0.007,0.515,0.004,0.005,0.004,0.005,0.007,0.005,0.003,0.003,
ZFCC21,ZFCC,C16,0.007,0.005,0.006,0.005,0.004,0.012,0.038,0.009,0.025,0.063,0.013,0.003,0.037,0.014,0.017,0.514,0.114,0.009,0.043,0.006,0.012,0.012,0.017,0.003,
ZFCC22,ZFCC,C16,0.005,0.003,0.011,0.028,0.003,0.057,0.008,0.023,0.141,0.044,0.028,0.006,0.056,0.011,0.019,0.381,0.077,0.003,0.004,0.003,0.042,0.014,0.019,0.003,
ZFCC26,ZFCC,C16,0.003,0.004,0.003,0.005,0.003,0.004,0.005,0.003,0.004,0.004,0.097,0.004,0.004,0.003,0.004,0.809,0.003,0.005,0.005,0.004,0.003,0.003,0.003,0.004,
ZFCC27,ZFCC,C16,0.002,0.003,0.003,0.004,0.003,0.005,0.004,0.003,0.003,0.004,0.02,0.007,0.003,0.003,0.003,0.898,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,
ZFCC29,ZFCC,C16,0.003,0.005,0.003,0.006,0.004,0.006,0.011,0.005,0.008,0.006,0.042,0.004,0.006,0.004,0.005,0.81,0.005,0.019,0.01,0.005,0.006,0.004,0.003,0.004,
ZFCC30,ZFCC,C16,0.003,0.003,0.003,0.003,0.003,0.005,0.004,0.004,0.004,0.003,0.011,0.01,0.003,0.003,0.005,0.903,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.003,
ZFCC32,ZFCC,C16,0.006,0.011,0.006,0.008,0.007,0.006,0.017,0.003,0.004,0.003,0.019,0.006,0.004,0.006,0.005,0.847,0.004,0.003,0.005,0.007,0.005,0.005,0.002,0.003,
ZFCC33,ZFCC,C16,0.004,0.005,0.004,0.006,0.005,0.006,0.004,0.004,0.004,0.005,0.131,0.008,0.003,0.003,0.005,0.221,0.004,0.009,0.007,0.018,0.004,0.003,0.005,0.01,
ZFCC34,ZFCC,C16,0.006,0.018,0.028,0.023,0.005,0.012,0.006,0.152,0.05,0.02,0.166,0.034,0.011,0.008,0.011,0.298,0.023,0.012,0.005,0.004,0.016,0.033,0.01,0.014,
ZFCC35,ZFCC,C16,0.004,0.002,0.005,0.005,0.003,0.006,0.004,0.003,0.004,0.003,0.014,0.004,0.004,0.003,0.004,0.905,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.002,
ZFCC36,ZFCC,C16,0.019,0.009,0.005,0.005,0.005,0.006,0.023,0.008,0.016,0.007,0.025,0.004,0.01,0.01,0.009,0.766,0.018,0.004,0.006,0.006,0.01,0.009,0.005,0.004,
ZFCC37,ZFCC,C16,0.005,0.057,0.005,0.032,0.008,0.014,0.013,0.015,0.024,0.007,0.077,0.009,0.007,0.011,0.006,0.561,0.015,0.013,0.033,0.009,0.015,0.009,0.009,0.005,
