Ind,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
ZFPB21,Palm Beach,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.005,0.928,0.004,0.003,0.003,0.004,0.003,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.005,0.003,0.003,0.002
ZFPB22,Palm Beach,0.003,0.002,0.003,0.004,0.002,0.003,0.002,0.002,0.939,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003
ZFPB23,Palm Beach,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.927,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.004,0.003,0.003,0.004,0.003,0.002,0.003
,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFSF01,San Felasco,0.111,0.005,0.04,0.004,0.024,0.593,0.006,0.005,0.002,0.002,0.007,0.005,0.004,0.004,0.004,0.032,0.006,0.004,0.04,0.054,0.011,0.004,0.005,0.003,0.025
ZFSF02,San Felasco,0.127,0.006,0.009,0.006,0.052,0.424,0.022,0.011,0.003,0.003,0.013,0.006,0.01,0.008,0.009,0.016,0.006,0.009,0.024,0.159,0.013,0.01,0.041,0.004,0.009
ZFSF03,San Felasco,0.052,0.004,0.008,0.005,0.13,0.111,0.006,0.005,0.003,0.003,0.007,0.003,0.005,0.003,0.003,0.035,0.121,0.004,0.063,0.059,0.306,0.005,0.007,0.003,0.05
ZFSF04,San Felasco,0.012,0.01,0.021,0.019,0.239,0.111,0.008,0.006,0.002,0.006,0.01,0.003,0.006,0.004,0.004,0.007,0.036,0.008,0.004,0.056,0.171,0.006,0.007,0.005,0.238
,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFSW101,Suwannee 1,0.006,0.003,0.008,0.006,0.005,0.004,0.008,0.019,0.003,0.005,0.005,0.005,0.01,0.006,0.007,0.007,0.005,0.013,0.004,0.005,0.82,0.017,0.017,0.003,0.007
ZFSW102,Suwannee 1,0.005,0.006,0.008,0.019,0.005,0.007,0.003,0.004,0.004,0.003,0.004,0.003,0.006,0.004,0.003,0.006,0.02,0.007,0.004,0.01,0.845,0.004,0.004,0.004,0.011
ZFSW103,Suwannee 1,0.009,0.004,0.121,0.008,0.009,0.017,0.012,0.009,0.003,0.008,0.007,0.014,0.007,0.012,0.013,0.012,0.006,0.005,0.008,0.007,0.617,0.009,0.025,0.004,0.057
ZFSW104,Suwannee 1,0.01,0.006,0.009,0.007,0.012,0.019,0.015,0.006,0.003,0.003,0.011,0.003,0.008,0.01,0.006,0.008,0.006,0.005,0.005,0.01,0.765,0.006,0.012,0.006,0.051
ZFSW105,Suwannee 1,0.004,0.004,0.008,0.004,0.005,0.01,0.004,0.012,0.003,0.008,0.005,0.004,0.009,0.006,0.004,0.005,0.004,0.013,0.003,0.005,0.846,0.012,0.01,0.004,0.009
ZFSW106,Suwannee 1,0.021,0.009,0.065,0.003,0.118,0.019,0.003,0.014,0.012,0.02,0.005,0.009,0.006,0.01,0.009,0.034,0.023,0.009,0.086,0.016,0.43,0.009,0.01,0.018,0.04
ZFSW107,Suwannee 1,0.005,0.005,0.016,0.012,0.004,0.006,0.003,0.005,0.006,0.003,0.003,0.003,0.007,0.004,0.003,0.006,0.071,0.01,0.004,0.007,0.791,0.005,0.003,0.003,0.011
ZFSW108,Suwannee 1,0.012,0.006,0.478,0.004,0.009,0.032,0.004,0.003,0.006,0.003,0.007,0.003,0.003,0.003,0.002,0.029,0.078,0.004,0.015,0.006,0.221,0.003,0.004,0.003,0.059
ZFSW109,Suwannee 1,0.003,0.006,0.046,0.003,0.007,0.011,0.002,0.003,0.003,0.004,0.007,0.004,0.002,0.003,0.003,0.005,0.03,0.003,0.003,0.003,0.827,0.002,0.004,0.003,0.013
ZFSW110,Suwannee 1,0.005,0.004,0.011,0.007,0.007,0.005,0.004,0.007,0.004,0.004,0.004,0.005,0.007,0.006,0.008,0.007,0.013,0.007,0.004,0.008,0.85,0.006,0.008,0.004,0.006
ZFSW111,Suwannee 1,0.005,0.005,0.009,0.007,0.008,0.004,0.007,0.012,0.003,0.005,0.006,0.004,0.012,0.007,0.005,0.006,0.008,0.025,0.004,0.007,0.809,0.014,0.017,0.004,0.005
ZFSW112,Suwannee 1,0.005,0.031,0.509,0.007,0.009,0.01,0.009,0.017,0.004,0.012,0.016,0.004,0.027,0.011,0.004,0.008,0.004,0.024,0.004,0.005,0.223,0.012,0.026,0.005,0.012
ZFSW113,Suwannee 1,0.017,0.004,0.012,0.004,0.03,0.015,0.015,0.028,0.004,0.005,0.009,0.006,0.009,0.015,0.011,0.011,0.005,0.009,0.009,0.02,0.651,0.024,0.047,0.003,0.037
ZFSW114,Suwannee 1,0.015,0.005,0.186,0.003,0.013,0.006,0.007,0.005,0.002,0.004,0.006,0.004,0.005,0.005,0.003,0.013,0.007,0.006,0.007,0.007,0.656,0.005,0.01,0.005,0.017
ZFSW115,Suwannee 1,0.006,0.004,0.012,0.004,0.124,0.004,0.004,0.004,0.002,0.004,0.005,0.003,0.005,0.004,0.003,0.036,0.004,0.004,0.012,0.006,0.723,0.004,0.004,0.006,0.014
ZFSW116,Suwannee 1,0.014,0.005,0.005,0.012,0.006,0.006,0.004,0.021,0.011,0.006,0.004,0.004,0.016,0.01,0.006,0.011,0.019,0.031,0.006,0.025,0.73,0.018,0.008,0.005,0.015
ZFSW117,Suwannee 1,0.012,0.005,0.005,0.007,0.006,0.004,0.004,0.008,0.008,0.006,0.003,0.004,0.006,0.007,0.008,0.009,0.013,0.011,0.006,0.02,0.822,0.007,0.006,0.006,0.007
ZFSW119,Suwannee 1,0.01,0.008,0.053,0.005,0.029,0.017,0.003,0.003,0.003,0.002,0.011,0.002,0.003,0.003,0.002,0.008,0.011,0.004,0.004,0.007,0.791,0.003,0.003,0.002,0.015
ZFSW120,Suwannee 1,0.008,0.004,0.013,0.004,0.138,0.166,0.002,0.003,0.003,0.002,0.005,0.002,0.002,0.002,0.002,0.017,0.155,0.003,0.004,0.009,0.43,0.003,0.003,0.002,0.018
ZFSW121,Suwannee 1,0.007,0.006,0.007,0.006,0.065,0.009,0.005,0.004,0.003,0.003,0.006,0.002,0.005,0.004,0.004,0.004,0.009,0.007,0.003,0.025,0.792,0.005,0.005,0.006,0.006
ZFSW122,Suwannee 1,0.004,0.005,0.007,0.004,0.016,0.043,0.003,0.004,0.003,0.008,0.008,0.004,0.003,0.004,0.005,0.011,0.045,0.003,0.006,0.003,0.701,0.004,0.007,0.004,0.096
ZFSW123,Suwannee 1,0.005,0.008,0.208,0.004,0.011,0.054,0.006,0.005,0.005,0.015,0.005,0.003,0.005,0.003,0.002,0.014,0.089,0.005,0.009,0.003,0.328,0.005,0.004,0.003,0.202
ZFSW124,Suwannee 1,0.005,0.01,0.014,0.007,0.021,0.106,0.004,0.004,0.003,0.004,0.024,0.003,0.004,0.004,0.003,0.015,0.015,0.004,0.005,0.004,0.408,0.005,0.006,0.003,0.319
,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFSW201,Suwannee 2,0.007,0.005,0.294,0.006,0.005,0.027,0.003,0.003,0.006,0.003,0.005,0.005,0.003,0.003,0.003,0.012,0.093,0.003,0.008,0.005,0.008,0.003,0.003,0.002,0.487
ZFSW202,Suwannee 2,0.005,0.008,0.805,0.007,0.017,0.022,0.003,0.003,0.006,0.003,0.003,0.003,0.004,0.004,0.002,0.006,0.011,0.005,0.003,0.024,0.033,0.003,0.003,0.003,0.013
ZFSW203,Suwannee 2,0.007,0.016,0.604,0.006,0.016,0.04,0.004,0.003,0.006,0.003,0.016,0.003,0.003,0.003,0.002,0.019,0.065,0.005,0.007,0.006,0.108,0.003,0.004,0.003,0.048
ZFSW204,Suwannee 2,0.007,0.011,0.777,0.032,0.008,0.01,0.003,0.003,0.006,0.003,0.006,0.003,0.004,0.003,0.003,0.019,0.049,0.005,0.005,0.006,0.017,0.003,0.003,0.002,0.012
ZFSW205,Suwannee 2,0.005,0.003,0.788,0.003,0.005,0.01,0.01,0.007,0.003,0.004,0.005,0.004,0.008,0.009,0.004,0.005,0.004,0.003,0.004,0.004,0.019,0.005,0.008,0.002,0.08
ZFSW206,Suwannee 2,0.005,0.003,0.919,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.006,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.002,0.005
ZFSW207,Suwannee 2,0.006,0.004,0.767,0.008,0.007,0.017,0.003,0.004,0.003,0.015,0.005,0.009,0.003,0.006,0.008,0.015,0.007,0.002,0.006,0.004,0.057,0.003,0.007,0.007,0.027
ZFSW208,Suwannee 2,0.009,0.005,0.805,0.004,0.004,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.004,0.003,0.009,0.04,0.004,0.007,0.005,0.034,0.004,0.004,0.003,0.03
ZFSW209,Suwannee 2,0.018,0.004,0.806,0.003,0.024,0.004,0.003,0.003,0.003,0.002,0.004,0.003,0.003,0.003,0.003,0.037,0.004,0.003,0.035,0.004,0.009,0.003,0.003,0.007,0.008
ZFSW210,Suwannee 2,0.005,0.004,0.815,0.004,0.004,0.004,0.003,0.008,0.003,0.015,0.004,0.022,0.004,0.011,0.018,0.005,0.005,0.004,0.005,0.006,0.019,0.006,0.01,0.009,0.007
ZFSW211,Suwannee 2,0.008,0.003,0.894,0.005,0.004,0.003,0.005,0.005,0.002,0.003,0.003,0.005,0.004,0.005,0.005,0.007,0.004,0.004,0.005,0.005,0.004,0.005,0.004,0.002,0.006
ZFSW212,Suwannee 2,0.004,0.004,0.913,0.004,0.003,0.004,0.004,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.002,0.007
ZFSW213,Suwannee 2,0.004,0.004,0.917,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.004,0.004,0.003,0.004,0.006,0.003,0.003,0.003,0.006
ZFSW214,Suwannee 2,0.004,0.009,0.877,0.003,0.006,0.005,0.005,0.004,0.002,0.003,0.01,0.003,0.004,0.003,0.003,0.004,0.004,0.007,0.003,0.005,0.018,0.004,0.006,0.003,0.005
ZFSW215,Suwannee 2,0.005,0.007,0.734,0.003,0.009,0.013,0.005,0.004,0.005,0.005,0.012,0.003,0.006,0.004,0.003,0.005,0.007,0.005,0.005,0.003,0.121,0.004,0.006,0.003,0.025
ZFSW216,Suwannee 2,0.005,0.003,0.909,0.004,0.003,0.004,0.005,0.004,0.002,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.002,0.006
ZFSW217,Suwannee 2,0.005,0.01,0.851,0.003,0.006,0.011,0.004,0.004,0.003,0.003,0.01,0.003,0.003,0.004,0.003,0.005,0.006,0.005,0.003,0.005,0.024,0.004,0.006,0.004,0.015
ZFSW218,Suwannee 2,0.004,0.004,0.922,0.003,0.003,0.004,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.006
ZFSW219,Suwannee 2,0.012,0.009,0.775,0.039,0.009,0.006,0.004,0.004,0.004,0.003,0.007,0.004,0.005,0.004,0.004,0.045,0.017,0.005,0.007,0.006,0.011,0.004,0.003,0.002,0.009
ZFSW220,Suwannee 2,0.008,0.007,0.862,0.007,0.006,0.005,0.003,0.003,0.015,0.003,0.003,0.003,0.004,0.003,0.003,0.016,0.012,0.006,0.009,0.005,0.005,0.003,0.003,0.003,0.005
ZFSW221,Suwannee 2,0.007,0.003,0.9,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.004,0.005,0.003,0.004,0.004,0.006,0.004,0.004,0.004,0.005,0.005,0.004,0.004,0.003,0.007
ZFSW222,Suwannee 2,0.005,0.003,0.865,0.002,0.014,0.019,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.004,0.005,0.003,0.003,0.012,0.02,0.002,0.002,0.002,0.014
ZFSW223,Suwannee 2,0.01,0.007,0.864,0.006,0.006,0.004,0.003,0.003,0.014,0.003,0.003,0.003,0.004,0.003,0.002,0.019,0.01,0.005,0.007,0.005,0.006,0.003,0.002,0.003,0.005
ZFSW224,Suwannee 2,0.008,0.004,0.9,0.004,0.003,0.003,0.004,0.004,0.003,0.003,0.004,0.005,0.003,0.004,0.004,0.006,0.004,0.005,0.004,0.005,0.005,0.004,0.003,0.003,0.006
ZFSW225,Suwannee 2,0.005,0.003,0.887,0.003,0.004,0.007,0.005,0.003,0.004,0.003,0.003,0.004,0.003,0.004,0.003,0.006,0.008,0.003,0.006,0.004,0.004,0.003,0.004,0.002,0.017
ZFSW226,Suwannee 2,0.005,0.005,0.801,0.003,0.006,0.029,0.003,0.009,0.008,0.011,0.005,0.006,0.006,0.007,0.004,0.007,0.013,0.007,0.006,0.003,0.01,0.009,0.009,0.006,0.022
ZFSW227,Suwannee 2,0.004,0.003,0.915,0.003,0.003,0.005,0.003,0.003,0.003,0.002,0.003,0.004,0.003,0.003,0.003,0.004,0.005,0.003,0.003,0.003,0.005,0.003,0.003,0.002,0.007
ZFSW229,Suwannee 2,0.006,0.003,0.91,0.003,0.003,0.005,0.005,0.003,0.003,0.002,0.003,0.004,0.003,0.004,0.003,0.006,0.004,0.003,0.004,0.003,0.004,0.003,0.004,0.002,0.008
ZFSW230,Suwannee 2,0.003,0.004,0.852,0.003,0.004,0.006,0.008,0.012,0.006,0.004,0.005,0.003,0.011,0.008,0.007,0.003,0.003,0.015,0.003,0.003,0.005,0.011,0.013,0.003,0.005
ZFSW231,Suwannee 2,0.006,0.003,0.904,0.003,0.003,0.005,0.004,0.003,0.003,0.002,0.003,0.004,0.003,0.004,0.003,0.007,0.004,0.003,0.004,0.005,0.005,0.003,0.003,0.002,0.009
ZFSW232,Suwannee 2,0.009,0.003,0.657,0.003,0.01,0.015,0.005,0.005,0.003,0.003,0.004,0.004,0.006,0.006,0.003,0.008,0.004,0.004,0.004,0.011,0.123,0.004,0.005,0.003,0.096
ZFSW233,Suwannee 2,0.012,0.005,0.712,0.005,0.027,0.011,0.008,0.008,0.008,0.005,0.008,0.003,0.007,0.004,0.005,0.026,0.019,0.014,0.009,0.01,0.064,0.008,0.012,0.006,0.006
ZFSW234,Suwannee 2,0.004,0.004,0.916,0.003,0.004,0.006,0.003,0.002,0.005,0.003,0.003,0.002,0.002,0.002,0.002,0.004,0.007,0.002,0.004,0.003,0.004,0.002,0.002,0.002,0.008
ZFSW235,Suwannee 2,0.009,0.009,0.868,0.009,0.004,0.006,0.005,0.003,0.005,0.003,0.003,0.004,0.005,0.006,0.003,0.008,0.007,0.005,0.005,0.007,0.005,0.003,0.004,0.004,0.011
ZFSW236,Suwannee 2,0.003,0.004,0.923,0.003,0.003,0.003,0.004,0.003,0.002,0.003,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.007
ZFSW237,Suwannee 2,0.01,0.017,0.736,0.01,0.009,0.012,0.004,0.004,0.002,0.003,0.021,0.003,0.004,0.004,0.003,0.019,0.012,0.007,0.005,0.008,0.076,0.004,0.004,0.004,0.019
ZFSW238,Suwannee 2,0.038,0.029,0.589,0.025,0.052,0.015,0.007,0.004,0.005,0.004,0.031,0.002,0.007,0.006,0.006,0.051,0.014,0.007,0.022,0.029,0.015,0.004,0.003,0.01,0.025
ZFSW239,Suwannee 2,0.003,0.004,0.761,0.003,0.005,0.011,0.008,0.01,0.007,0.003,0.004,0.003,0.01,0.009,0.007,0.004,0.052,0.011,0.004,0.003,0.036,0.01,0.013,0.003,0.016
ZFSW240,Suwannee 2,0.005,0.004,0.823,0.009,0.007,0.018,0.003,0.003,0.003,0.002,0.006,0.003,0.003,0.003,0.003,0.012,0.034,0.003,0.005,0.003,0.015,0.003,0.003,0.002,0.026
,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFTS01,Tide Swamp,0.004,0.002,0.003,0.003,0.007,0.007,0.003,0.007,0.005,0.004,0.003,0.003,0.005,0.004,0.005,0.007,0.891,0.005,0.004,0.003,0.005,0.006,0.007,0.004,0.004
ZFTS02,Tide Swamp,0.004,0.003,0.004,0.007,0.004,0.003,0.004,0.004,0.003,0.004,0.003,0.003,0.005,0.003,0.003,0.004,0.903,0.005,0.003,0.005,0.006,0.004,0.004,0.004,0.005
ZFTS03,Tide Swamp,0.004,0.004,0.005,0.006,0.004,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.911,0.004,0.003,0.005,0.006,0.003,0.003,0.003,0.005
ZFTS04,Tide Swamp,0.003,0.003,0.004,0.004,0.004,0.004,0.002,0.003,0.005,0.002,0.002,0.002,0.003,0.002,0.002,0.004,0.926,0.003,0.003,0.003,0.004,0.002,0.002,0.003,0.003
ZFTS05,Tide Swamp,0.006,0.004,0.006,0.039,0.004,0.005,0.004,0.005,0.018,0.004,0.004,0.003,0.004,0.003,0.003,0.006,0.839,0.005,0.009,0.006,0.005,0.005,0.004,0.003,0.006
ZFTS07,Tide Swamp,0.006,0.003,0.005,0.005,0.004,0.005,0.003,0.003,0.012,0.003,0.003,0.003,0.003,0.002,0.002,0.008,0.902,0.003,0.005,0.005,0.005,0.003,0.002,0.002,0.005
ZFTS08,Tide Swamp,0.004,0.004,0.006,0.004,0.004,0.004,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.004,0.915,0.003,0.004,0.004,0.005,0.003,0.002,0.002,0.005
ZFTS09,Tide Swamp,0.005,0.003,0.007,0.003,0.005,0.005,0.003,0.003,0.007,0.002,0.003,0.002,0.003,0.003,0.003,0.006,0.907,0.003,0.007,0.003,0.005,0.003,0.003,0.002,0.005
ZFTS10,Tide Swamp,0.008,0.004,0.011,0.016,0.005,0.027,0.007,0.004,0.003,0.003,0.004,0.005,0.004,0.007,0.004,0.01,0.792,0.004,0.006,0.006,0.01,0.004,0.006,0.003,0.047
ZFTS11,Tide Swamp,0.006,0.003,0.007,0.005,0.008,0.004,0.004,0.003,0.004,0.003,0.003,0.004,0.003,0.003,0.004,0.009,0.898,0.003,0.006,0.004,0.004,0.003,0.003,0.002,0.004
ZFTS12,Tide Swamp,0.005,0.006,0.004,0.005,0.004,0.004,0.003,0.003,0.006,0.003,0.003,0.003,0.004,0.003,0.003,0.005,0.905,0.004,0.004,0.005,0.004,0.003,0.003,0.003,0.005
ZFTS14,Tide Swamp,0.005,0.003,0.004,0.004,0.003,0.003,0.002,0.003,0.006,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.914,0.003,0.004,0.006,0.004,0.003,0.003,0.003,0.004
ZFTS15,Tide Swamp,0.005,0.002,0.004,0.006,0.005,0.004,0.004,0.005,0.006,0.003,0.003,0.003,0.004,0.003,0.004,0.009,0.895,0.004,0.006,0.005,0.006,0.005,0.004,0.002,0.004
ZFTS16,Tide Swamp,0.006,0.004,0.009,0.023,0.006,0.085,0.007,0.009,0.005,0.006,0.005,0.006,0.007,0.011,0.005,0.011,0.676,0.006,0.006,0.004,0.019,0.008,0.014,0.004,0.058
ZFTS17,Tide Swamp,0.011,0.005,0.028,0.011,0.009,0.025,0.015,0.006,0.012,0.003,0.005,0.012,0.005,0.008,0.007,0.021,0.759,0.004,0.014,0.006,0.004,0.005,0.007,0.002,0.017
ZFTS18,Tide Swamp,0.004,0.004,0.007,0.004,0.003,0.004,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.004,0.914,0.003,0.003,0.004,0.006,0.003,0.003,0.003,0.006
ZFTS19,Tide Swamp,0.006,0.005,0.066,0.005,0.005,0.07,0.005,0.004,0.007,0.003,0.004,0.006,0.003,0.005,0.003,0.008,0.713,0.003,0.005,0.004,0.01,0.003,0.005,0.002,0.049
ZFTS20,Tide Swamp,0.007,0.007,0.013,0.006,0.004,0.005,0.003,0.003,0.006,0.003,0.005,0.004,0.003,0.003,0.003,0.008,0.878,0.004,0.005,0.007,0.006,0.003,0.002,0.003,0.01
ZFTS21,Tide Swamp,0.005,0.004,0.005,0.004,0.005,0.005,0.003,0.002,0.006,0.003,0.003,0.003,0.003,0.002,0.002,0.005,0.915,0.003,0.005,0.004,0.004,0.002,0.002,0.002,0.005
ZFTS22,Tide Swamp,0.005,0.006,0.009,0.004,0.005,0.005,0.003,0.003,0.006,0.003,0.004,0.003,0.003,0.002,0.002,0.007,0.897,0.003,0.007,0.004,0.005,0.002,0.002,0.003,0.008
ZFTS23,Tide Swamp,0.004,0.004,0.005,0.007,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.004,0.004,0.003,0.004,0.906,0.005,0.004,0.006,0.005,0.004,0.003,0.003,0.004
ZFTS24,Tide Swamp,0.004,0.005,0.005,0.006,0.003,0.004,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.004,0.915,0.003,0.003,0.003,0.005,0.003,0.002,0.003,0.005
ZFTS25,Tide Swamp,0.008,0.002,0.012,0.004,0.006,0.013,0.011,0.008,0.005,0.003,0.003,0.006,0.005,0.008,0.006,0.01,0.828,0.003,0.009,0.005,0.008,0.006,0.014,0.002,0.015
ZFTS26,Tide Swamp,0.005,0.003,0.041,0.003,0.004,0.022,0.005,0.003,0.004,0.002,0.003,0.004,0.003,0.005,0.003,0.005,0.809,0.003,0.004,0.004,0.009,0.003,0.006,0.002,0.044
ZFTS27,Tide Swamp,0.006,0.003,0.007,0.017,0.006,0.012,0.003,0.01,0.023,0.007,0.006,0.004,0.006,0.005,0.004,0.007,0.823,0.006,0.007,0.005,0.009,0.009,0.006,0.003,0.007
ZFTS28,Tide Swamp,0.013,0.006,0.011,0.029,0.007,0.011,0.005,0.018,0.028,0.012,0.008,0.005,0.011,0.009,0.005,0.011,0.714,0.017,0.009,0.012,0.017,0.017,0.009,0.005,0.011
ZFTS29,Tide Swamp,0.009,0.005,0.019,0.012,0.005,0.016,0.003,0.003,0.014,0.003,0.006,0.003,0.002,0.003,0.002,0.021,0.821,0.002,0.012,0.005,0.009,0.002,0.002,0.002,0.021
ZFTS30,Tide Swamp,0.007,0.003,0.009,0.014,0.005,0.01,0.003,0.003,0.011,0.003,0.004,0.003,0.003,0.002,0.003,0.012,0.858,0.003,0.008,0.005,0.012,0.003,0.002,0.002,0.013
ZFTS31,Tide Swamp,0.003,0.004,0.005,0.023,0.004,0.004,0.003,0.004,0.008,0.003,0.003,0.003,0.004,0.003,0.003,0.005,0.886,0.004,0.004,0.004,0.006,0.004,0.003,0.003,0.005
ZFTS32,Tide Swamp,0.005,0.003,0.007,0.009,0.007,0.005,0.005,0.005,0.005,0.003,0.004,0.003,0.005,0.004,0.004,0.008,0.876,0.004,0.008,0.004,0.008,0.006,0.005,0.002,0.006
ZFTS33,Tide Swamp,0.008,0.003,0.009,0.007,0.006,0.004,0.005,0.007,0.005,0.003,0.003,0.004,0.006,0.005,0.005,0.008,0.865,0.006,0.006,0.008,0.007,0.006,0.005,0.003,0.006
ZFTS34,Tide Swamp,0.004,0.003,0.004,0.003,0.004,0.008,0.002,0.007,0.004,0.006,0.003,0.003,0.005,0.004,0.003,0.004,0.888,0.006,0.003,0.004,0.008,0.007,0.006,0.005,0.005
ZFTS35,Tide Swamp,0.006,0.004,0.007,0.009,0.004,0.006,0.004,0.004,0.002,0.003,0.003,0.003,0.004,0.004,0.003,0.006,0.881,0.004,0.004,0.006,0.01,0.004,0.004,0.003,0.013
ZFTS36,Tide Swamp,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.919,0.003,0.004,0.004,0.004,0.003,0.003,0.003,0.004
ZFTS37,Tide Swamp,0.005,0.003,0.011,0.012,0.004,0.006,0.004,0.005,0.004,0.003,0.004,0.003,0.004,0.004,0.003,0.005,0.874,0.005,0.005,0.006,0.01,0.004,0.004,0.003,0.012
ZFTS38,Tide Swamp,0.008,0.004,0.011,0.015,0.005,0.011,0.004,0.004,0.005,0.003,0.005,0.003,0.004,0.003,0.003,0.012,0.833,0.004,0.005,0.009,0.024,0.004,0.003,0.002,0.016
ZFTS39,Tide Swamp,0.006,0.005,0.01,0.004,0.005,0.013,0.003,0.006,0.008,0.007,0.005,0.005,0.004,0.005,0.003,0.007,0.852,0.005,0.007,0.005,0.008,0.006,0.005,0.004,0.011
ZFTS40,Tide Swamp,0.01,0.004,0.005,0.047,0.007,0.01,0.005,0.017,0.006,0.015,0.005,0.005,0.009,0.006,0.007,0.008,0.739,0.011,0.011,0.011,0.014,0.017,0.011,0.006,0.012
,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFW01,Waccassassa,0.004,0.004,0.49,0.002,0.028,0.117,0.014,0.008,0.003,0.006,0.009,0.004,0.008,0.008,0.004,0.005,0.005,0.004,0.003,0.005,0.194,0.008,0.021,0.003,0.044
ZFW02,Waccassassa,0.006,0.008,0.583,0.004,0.038,0.036,0.007,0.004,0.005,0.003,0.006,0.003,0.046,0.006,0.002,0.011,0.005,0.004,0.003,0.008,0.154,0.003,0.005,0.003,0.045
ZFW03,Waccassassa,0.005,0.003,0.476,0.003,0.015,0.018,0.005,0.004,0.003,0.004,0.003,0.006,0.029,0.009,0.003,0.006,0.003,0.003,0.004,0.005,0.036,0.003,0.003,0.002,0.351
ZFW04,Waccassassa,0.005,0.02,0.333,0.004,0.015,0.471,0.01,0.003,0.008,0.009,0.007,0.003,0.006,0.005,0.002,0.008,0.011,0.004,0.005,0.006,0.026,0.003,0.004,0.003,0.03
ZFW05,Waccassassa,0.024,0.009,0.024,0.005,0.172,0.334,0.009,0.004,0.003,0.003,0.012,0.021,0.003,0.011,0.005,0.044,0.005,0.004,0.047,0.012,0.013,0.003,0.006,0.008,0.217
ZFW06,Waccassassa,0.01,0.006,0.252,0.006,0.011,0.599,0.009,0.004,0.015,0.006,0.005,0.003,0.005,0.003,0.003,0.022,0.006,0.003,0.011,0.004,0.004,0.004,0.005,0.002,0.004
,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFWB01,Werner-Boyce,0.02,0.006,0.006,0.015,0.005,0.004,0.006,0.005,0.004,0.004,0.004,0.005,0.007,0.005,0.005,0.004,0.006,0.007,0.005,0.851,0.005,0.005,0.004,0.006,0.005
ZFWB02,Werner-Boyce,0.192,0.005,0.013,0.005,0.01,0.008,0.006,0.006,0.003,0.004,0.009,0.02,0.005,0.011,0.011,0.086,0.004,0.007,0.058,0.202,0.062,0.006,0.006,0.008,0.254
ZFWB03,Werner-Boyce,0.515,0.005,0.005,0.003,0.006,0.015,0.006,0.003,0.002,0.003,0.005,0.004,0.004,0.006,0.004,0.003,0.002,0.003,0.004,0.382,0.004,0.003,0.006,0.004,0.005
ZFWB05,Werner-Boyce,0.051,0.004,0.007,0.006,0.067,0.031,0.003,0.012,0.007,0.023,0.006,0.006,0.007,0.014,0.014,0.008,0.07,0.007,0.008,0.533,0.061,0.009,0.01,0.027,0.014
ZFWB06,Werner-Boyce,0.018,0.004,0.016,0.012,0.006,0.006,0.006,0.006,0.003,0.005,0.004,0.007,0.006,0.005,0.006,0.006,0.009,0.007,0.006,0.815,0.014,0.007,0.006,0.005,0.013
ZFWB07,Werner-Boyce,0.16,0.006,0.007,0.005,0.014,0.004,0.005,0.004,0.006,0.004,0.005,0.005,0.004,0.004,0.005,0.018,0.006,0.006,0.016,0.683,0.007,0.004,0.005,0.011,0.004
